,Lead_ID,Lead_Type,Marketing_Campaign,Campaign_Type,Campaign_Cost,Attended_Event,Cost_to_Acquire_Lead,Times_Contacted,Days_to_Respond,Engagement_Level,Lead_State,Lead_Acquired
4764,4765,Individual,YearEndPush,Online,1878.25,1,2349.0,1,11,Medium,CA,0
4765,4766,Non-Profit,YearEndPush,Hybrid,2802.03,0,14114.0,7,3,High,PA,1
4766,4767,Corporate,YearEndPush,Online,2794.93,0,2613.0,6,3,Medium,OH,0
4767,4768,Individual,SummerSales,Online,1738.26,0,3322.0,1,12,Very High,OH,0
4768,4769,Corporate,AutumnAwareness,In-Person,3422.75,0,10821.0,1,4,Medium,FL,1
4769,4770,Individual,SpringGrowth,Online,1483.7,0,5850.0,2,3,High,CA,1
4770,4771,Individual,SummerSales,Online,1754.9,0,15825.0,3,1,Very High,IL,1
4771,4772,Individual,YearEndPush,Online,665.28,0,1282.0,4,10,Medium,IL,0
4772,4773,Individual,SummerSales,Online,1999.33,1,8001.0,0,3,High,NY,1
4773,4774,Corporate,SummerSales,Online,2679.81,0,2457.0,2,10,Medium,FL,0
4774,4775,Individual,SummerSales,Hybrid,2163.84,0,2651.0,3,7,Low,IL,0
4775,4776,Corporate,YearEndPush,Hybrid,3135.96,1,2173.0,1,11,Very High,CA,0
4776,4777,Individual,AutumnAwareness,Online,1845.28,0,165.0,2,9,Medium,NY,0
4777,4778,Individual,WinterBoost,Online,2701.18,0,7586.0,3,2,High,MI,1
4778,4779,Individual,SpringGrowth,In-Person,4466.07,0,14231.0,1,2,Low,GA,1
4779,4780,Individual,SpringGrowth,In-Person,5033.24,0,4458.0,6,16,High,GA,0
4780,4781,Individual,SummerSales,In-Person,3324.65,1,5708.0,7,6,Medium,FL,1
4781,4782,Individual,AutumnAwareness,In-Person,3535.92,1,571.0,4,7,Medium,TX,0
4782,4783,Individual,YearEndPush,Hybrid,2705.49,1,14841.0,4,0,Medium,FL,1
4783,4784,Individual,WinterBoost,In-Person,3309.09,0,8167.0,5,7,High,NY,1
4784,4785,Individual,WinterBoost,In-Person,3645.37,1,2314.0,2,8,Medium,CA,0
4785,4786,Individual,SummerSales,Online,1852.75,1,3325.0,3,18,Low,IL,0
4786,4787,Corporate,SummerSales,Online,1446.95,1,442.0,3,5,Very High,OH,0
4787,4788,Corporate,YearEndPush,In-Person,4691.88,1,14476.0,1,3,Low,NC,1
4788,4789,Individual,YearEndPush,Online,2326.65,1,817.0,3,9,Medium,FL,0
4789,4790,Individual,YearEndPush,Online,1784.32,0,2490.0,4,3,Medium,PA,1
4790,4791,Individual,SummerSales,Hybrid,3219.8,1,2560.0,7,14,Very High,NY,0
4791,4792,Non-Profit,AutumnAwareness,Online,1872.05,0,3836.0,0,15,Low,NC,0
4792,4793,Individual,SummerSales,Online,1968.96,1,11565.0,2,1,High,IL,1
4793,4794,Individual,SummerSales,Online,2354.35,0,3355.0,2,19,Low,OH,0
4794,4795,Individual,WinterBoost,Online,1949.22,0,13833.0,0,0,Medium,NC,1
4795,4796,Individual,YearEndPush,In-Person,3932.61,1,6790.0,3,0,High,FL,1
4796,4797,Individual,SpringGrowth,In-Person,3508.53,0,3365.0,4,18,Low,PA,0
4797,4798,Corporate,YearEndPush,In-Person,3284.45,0,16989.0,1,3,Low,GA,1
4798,4799,Individual,AutumnAwareness,Online,2317.09,0,14544.0,1,4,Low,CA,1
4799,4800,Individual,AutumnAwareness,Online,1704.38,1,4189.0,2,19,High,NC,0
4800,4801,Individual,YearEndPush,Online,1566.64,0,2630.0,3,15,Medium,PA,0
4801,4802,Individual,YearEndPush,Online,1881.49,0,2876.0,1,3,High,PA,1
4802,4803,Corporate,SummerSales,In-Person,4749.81,0,10918.0,5,3,Low,MI,1
4803,4804,Individual,SpringGrowth,Online,1607.74,0,3732.0,5,12,Medium,OH,0
4804,4805,Corporate,SummerSales,Online,2571.97,1,1155.0,2,11,Medium,MI,0
4805,4806,Individual,WinterBoost,Online,2076.42,1,114.0,4,14,High,TX,0
4806,4807,Individual,WinterBoost,Online,1675.7,1,3489.0,2,17,Low,NY,0
4807,4808,Non-Profit,AutumnAwareness,In-Person,4033.87,1,15037.0,3,3,Very High,FL,1
4808,4809,Individual,AutumnAwareness,Online,2380.41,0,3414.0,1,15,Medium,IL,0
4809,4810,Corporate,SpringGrowth,Online,1561.97,0,116.0,2,4,Low,OH,0
4810,4811,Individual,AutumnAwareness,Online,2196.17,1,2681.0,2,19,Low,GA,0
4811,4812,Corporate,WinterBoost,Online,1793.35,1,1879.0,0,7,Medium,GA,0
4812,4813,Individual,SpringGrowth,Online,2191.38,1,8747.0,4,2,Low,NY,1
4813,4814,Individual,WinterBoost,In-Person,4705.65,1,2049.0,0,4,Medium,GA,0
4814,4815,Corporate,YearEndPush,In-Person,3742.61,0,180.0,1,4,High,MI,0
4815,4816,Corporate,YearEndPush,Online,2108.96,1,3179.0,1,13,Medium,GA,0
4816,4817,Corporate,SpringGrowth,Online,1196.57,1,1118.0,4,9,Very High,GA,0
4817,4818,Corporate,SummerSales,Hybrid,3477.44,0,879.0,2,6,High,PA,0
4818,4819,Corporate,AutumnAwareness,In-Person,3243.09,0,8702.0,4,5,High,IL,1
4819,4820,Individual,SpringGrowth,Online,2067.46,1,1924.0,6,18,Medium,CA,0
4820,4821,Individual,AutumnAwareness,Online,2408.46,1,3964.0,0,11,Medium,NY,0
4821,4822,Individual,WinterBoost,Online,1966.08,0,2569.0,2,18,Low,TX,0
4822,4823,Individual,SummerSales,In-Person,4805.35,1,10255.0,0,0,Medium,CA,1
4823,4824,Individual,AutumnAwareness,Hybrid,2184.83,1,2613.0,1,10,Medium,MI,0
4824,4825,Individual,YearEndPush,In-Person,4118.12,1,7804.0,4,5,Medium,PA,1
4825,4826,Individual,YearEndPush,Online,1341.11,0,2230.0,3,14,High,GA,0
4826,4827,Individual,WinterBoost,In-Person,5188.82,1,424.0,1,11,High,IL,0
4827,4828,Individual,SpringGrowth,Hybrid,3924.47,0,4387.0,2,2,Medium,IL,1
4828,4829,Individual,AutumnAwareness,Online,1676.08,1,8181.0,2,4,Medium,NC,1
4829,4830,Individual,WinterBoost,Hybrid,2272.91,0,3590.0,3,9,High,NC,0
4830,4831,Corporate,YearEndPush,In-Person,5538.97,1,16060.0,2,7,Medium,CA,1
4831,4832,Corporate,YearEndPush,Online,1875.21,1,776.0,3,8,Medium,MI,0
4832,4833,Individual,YearEndPush,Online,2321.91,0,2111.0,4,3,Low,IL,0
4833,4834,Individual,SummerSales,Online,1790.65,1,9113.0,4,1,Medium,TX,1
4834,4835,Individual,SummerSales,In-Person,3289.7,0,4988.0,3,3,Low,FL,0
4835,4836,Individual,YearEndPush,Online,2054.97,0,3716.0,4,5,High,IL,0
4836,4837,Individual,SpringGrowth,Online,2011.69,1,3233.0,4,10,High,FL,0
4837,4838,Individual,SummerSales,Online,2125.57,1,2840.0,6,6,Low,PA,1
4838,4839,Individual,AutumnAwareness,Hybrid,3597.85,0,13429.0,5,4,Medium,CA,1
4839,4840,Individual,SummerSales,Online,2234.12,1,9472.0,7,0,Medium,FL,1
4840,4841,Non-Profit,AutumnAwareness,Online,1926.52,1,11129.0,1,1,Low,GA,1
4841,4842,Non-Profit,SummerSales,Online,1643.62,1,2804.0,3,15,Medium,IL,0
4842,4843,Individual,YearEndPush,Online,2512.1,0,1594.0,2,5,Low,IL,1
4843,4844,Individual,AutumnAwareness,Hybrid,2127.73,0,4796.0,2,4,Medium,MI,1
4844,4845,Individual,SpringGrowth,Online,2144.84,0,1294.0,3,12,Low,CA,0
4845,4846,Individual,SummerSales,Online,2380.5,0,3175.0,4,8,Medium,PA,0
4846,4847,Corporate,SummerSales,Online,1514.91,0,7398.0,4,0,Medium,NY,1
4847,4848,Individual,YearEndPush,Online,1595.64,0,1004.0,1,5,Medium,CA,0
4848,4849,Corporate,AutumnAwareness,Online,2220.49,0,10640.0,3,6,Very High,FL,1
4849,4850,Individual,YearEndPush,Online,1476.69,0,4697.0,2,3,Medium,NC,0
4850,4851,Non-Profit,AutumnAwareness,Online,2719.98,0,4994.0,3,19,Medium,CA,0
4851,4852,Individual,SummerSales,In-Person,4909.77,0,14340.0,2,7,Medium,CA,1
4852,4853,Corporate,SummerSales,In-Person,3604.06,0,3004.0,1,8,Medium,GA,0
4853,4854,Individual,SummerSales,Hybrid,3705.86,0,3400.0,1,12,Medium,NY,0
4854,4855,Individual,SummerSales,Online,1638.57,1,1223.0,7,11,Medium,GA,0
4855,4856,Individual,WinterBoost,Online,2045.24,0,4416.0,2,12,Medium,FL,0
4856,4857,Individual,SummerSales,In-Person,4290.26,0,4192.0,2,7,Medium,FL,1
4857,4858,Corporate,SummerSales,Online,1634.82,0,5661.0,6,6,Medium,TX,1
4858,4859,Corporate,AutumnAwareness,In-Person,3629.91,0,9626.0,3,4,High,CA,1
4859,4860,Corporate,SummerSales,Online,1678.96,1,3157.0,3,10,Medium,MI,0
4860,4861,Individual,SummerSales,Online,2409.02,0,4781.0,3,1,Medium,NY,1
4861,4862,Corporate,AutumnAwareness,In-Person,3642.74,1,2370.0,3,4,Medium,IL,0
4862,4863,Individual,SummerSales,Online,2597.0,1,2997.0,4,1,Medium,PA,1
4863,4864,Individual,SummerSales,In-Person,4869.89,0,14452.0,4,4,Low,OH,1
4864,4865,Individual,YearEndPush,Hybrid,3794.05,1,12423.0,2,2,Medium,IL,1
4865,4866,Individual,WinterBoost,Online,1524.54,0,8553.0,6,4,Medium,GA,1
4866,4867,Individual,AutumnAwareness,Online,1906.27,1,16672.0,0,5,Low,IL,1
4867,4868,Individual,YearEndPush,In-Person,6273.19,0,2824.0,5,6,Medium,CA,0
4868,4869,Individual,SpringGrowth,Online,1786.77,0,2358.0,3,2,Medium,MI,0
4869,4870,Corporate,SpringGrowth,Online,2149.73,0,8214.0,2,4,Very High,CA,1
4870,4871,Individual,WinterBoost,Online,1838.32,1,3962.0,3,2,Medium,NY,0
4871,4872,Individual,SpringGrowth,In-Person,3113.8,1,12435.0,2,4,High,CA,1
4872,4873,Individual,WinterBoost,In-Person,4992.96,1,9157.0,1,2,Medium,NC,1
4873,4874,Individual,SpringGrowth,Hybrid,2827.34,1,1030.0,3,6,Very High,FL,0
4874,4875,Individual,SpringGrowth,In-Person,5137.31,0,13967.0,2,3,Low,OH,1
4875,4876,Individual,YearEndPush,Hybrid,3188.62,1,12573.0,5,1,Low,NY,1
4876,4877,Individual,SpringGrowth,Online,1587.66,0,3746.0,0,7,High,MI,0
4877,4878,Individual,WinterBoost,Online,2130.69,1,9503.0,4,5,Medium,PA,1
4878,4879,Individual,SummerSales,Online,2177.84,0,9191.0,2,0,High,PA,1
4879,4880,Corporate,SummerSales,In-Person,4013.99,0,4457.0,6,4,Low,MI,0
4880,4881,Individual,SummerSales,Online,1778.48,0,1371.0,3,14,High,NY,0
4881,4882,Individual,WinterBoost,In-Person,4406.99,0,15270.0,2,1,Low,TX,1
4882,4883,Corporate,WinterBoost,In-Person,4204.28,0,16927.0,2,1,Very High,OH,1
4883,4884,Individual,SummerSales,Online,2375.15,0,3912.0,4,18,High,TX,0
4884,4885,Individual,SpringGrowth,Online,1707.01,0,897.0,1,4,High,NY,0
4885,4886,Corporate,SummerSales,Online,2215.93,0,3234.0,5,4,Very High,MI,0
4886,4887,Individual,AutumnAwareness,Hybrid,3041.21,0,3563.0,5,14,Low,MI,0
4887,4888,Individual,WinterBoost,Online,2434.21,1,9606.0,1,3,Very High,FL,1
4888,4889,Individual,AutumnAwareness,Hybrid,2533.87,1,1701.0,2,1,Low,NY,1
4889,4890,Individual,AutumnAwareness,Hybrid,3789.56,1,2998.0,1,1,Medium,CA,1
4890,4891,Individual,WinterBoost,Online,1595.13,0,2687.0,0,3,Very High,NC,0
4891,4892,Individual,SummerSales,In-Person,6153.12,1,15329.0,5,2,Medium,TX,1
4892,4893,Individual,YearEndPush,Online,1903.74,0,4586.0,1,2,Medium,PA,1
4893,4894,Individual,AutumnAwareness,Online,1870.31,1,516.0,1,4,Medium,OH,0
4894,4895,Individual,SummerSales,Online,2045.3,1,4233.0,3,17,Medium,PA,0
4895,4896,Individual,YearEndPush,Hybrid,3379.09,0,12805.0,3,2,Medium,CA,1
4896,4897,Individual,AutumnAwareness,Online,2237.56,0,4090.0,5,2,Medium,PA,1
4897,4898,Individual,SummerSales,Online,1919.74,0,2455.0,2,13,Very High,NY,0
4898,4899,Individual,AutumnAwareness,In-Person,4835.96,1,8625.0,2,2,Low,NC,1
4899,4900,Corporate,SummerSales,Online,2398.34,1,9360.0,2,7,Very High,IL,1
4900,4901,Individual,SpringGrowth,Online,2269.36,1,997.0,1,10,High,TX,0
4901,4902,Individual,SpringGrowth,Hybrid,2660.2,0,152.0,7,17,Medium,OH,0
4902,4903,Individual,WinterBoost,Online,2321.2,0,705.0,5,5,Low,IL,0
4903,4904,Individual,YearEndPush,Online,1941.99,0,16609.0,1,5,Medium,NY,1
4904,4905,Corporate,AutumnAwareness,Online,2377.38,0,3777.0,3,19,Medium,PA,0
4905,4906,Individual,AutumnAwareness,In-Person,4201.85,0,6908.0,1,0,Medium,OH,1
4906,4907,Non-Profit,SummerSales,Online,1789.2,0,4647.0,1,2,Medium,FL,0
4907,4908,Individual,YearEndPush,Online,1696.06,1,3448.0,4,3,High,GA,1
4908,4909,Corporate,AutumnAwareness,In-Person,4208.91,1,560.0,7,8,High,MI,0
4909,4910,Individual,YearEndPush,Online,1946.82,1,874.0,5,13,Low,MI,0
4910,4911,Corporate,YearEndPush,In-Person,4191.94,0,13296.0,2,4,High,NY,1
4911,4912,Individual,SpringGrowth,In-Person,4238.72,0,5463.0,0,6,Medium,CA,1
4912,4913,Individual,AutumnAwareness,Online,1910.55,1,2193.0,4,5,Medium,TX,1
4913,4914,Individual,AutumnAwareness,Online,2213.3,0,4130.0,4,9,Low,GA,0
4914,4915,Individual,WinterBoost,Online,2367.38,0,3427.0,5,9,Low,CA,0
4915,4916,Corporate,YearEndPush,In-Person,3503.35,1,3422.0,1,10,Low,PA,0
4916,4917,Individual,SummerSales,Online,2083.58,0,11411.0,4,2,Medium,CA,1
4917,4918,Individual,SpringGrowth,In-Person,4184.61,0,6863.0,3,3,Very High,NC,1
4918,4919,Corporate,WinterBoost,Online,1655.34,0,2794.0,3,15,High,IL,0
4919,4920,Individual,SpringGrowth,Online,2247.94,1,3618.0,1,6,Low,OH,0
4920,4921,Non-Profit,SummerSales,Online,2082.43,1,584.0,4,3,Medium,MI,0
4921,4922,Corporate,WinterBoost,Online,1085.69,1,13625.0,2,4,Very High,NY,1
4922,4923,Individual,SpringGrowth,Online,2137.74,1,13424.0,2,1,High,CA,1
4923,4924,Corporate,SummerSales,Online,1950.67,0,7387.0,2,7,Low,GA,1
4924,4925,Individual,WinterBoost,In-Person,3692.95,0,4287.0,5,11,Medium,NC,0
4925,4926,Individual,SummerSales,Online,2225.27,1,1287.0,2,10,Medium,FL,0
4926,4927,Individual,WinterBoost,Hybrid,2120.87,0,3827.0,0,8,Medium,PA,0
4927,4928,Individual,AutumnAwareness,Online,1717.64,1,4096.0,1,19,Medium,OH,0
4928,4929,Corporate,AutumnAwareness,Online,1385.08,0,12351.0,3,7,Low,IL,1
4929,4930,Corporate,SpringGrowth,Hybrid,2525.31,1,3092.0,1,13,High,NC,0
4930,4931,Individual,YearEndPush,Online,2403.36,0,9234.0,2,5,Medium,GA,1
4931,4932,Individual,YearEndPush,Online,1732.26,1,1809.0,5,12,Medium,PA,0
4932,4933,Non-Profit,SummerSales,Online,1815.55,0,11413.0,0,1,Medium,IL,1
4933,4934,Individual,WinterBoost,Online,2038.56,1,7217.0,1,3,Medium,NY,1
4934,4935,Individual,AutumnAwareness,In-Person,5233.0,1,6793.0,5,0,High,CA,1
4935,4936,Individual,YearEndPush,Online,1645.41,1,2089.0,2,11,Low,TX,0
4936,4937,Corporate,AutumnAwareness,Online,2300.78,1,4373.0,1,14,Medium,FL,0
4937,4938,Individual,SummerSales,In-Person,3998.75,1,5551.0,2,0,Medium,FL,1
4938,4939,Corporate,SummerSales,Online,1440.63,1,4445.0,2,10,Low,NY,0
4939,4940,Corporate,WinterBoost,In-Person,4186.03,0,4960.0,0,17,Low,MI,0
4940,4941,Individual,YearEndPush,Online,2250.19,0,3738.0,3,18,Very High,OH,0
4941,4942,Individual,SummerSales,Online,1779.34,1,15345.0,3,7,Medium,NY,1
4942,4943,Corporate,SummerSales,Hybrid,2544.53,0,15320.0,2,3,Low,IL,1
4943,4944,Individual,AutumnAwareness,Online,2057.48,0,3791.0,4,6,Low,NC,1
4944,4945,Corporate,SpringGrowth,In-Person,4844.72,1,2814.0,2,6,Very High,OH,0
4945,4946,Corporate,YearEndPush,In-Person,2156.32,0,15895.0,5,6,High,OH,1
4946,4947,Individual,WinterBoost,Online,2132.34,1,13891.0,5,0,Medium,PA,1
4947,4948,Corporate,WinterBoost,Online,2043.02,1,4198.0,1,6,Medium,TX,1
4948,4949,Corporate,AutumnAwareness,Online,2540.65,1,4286.0,1,7,Low,TX,0
4949,4950,Corporate,WinterBoost,In-Person,5236.13,0,438.0,2,11,High,MI,0
4950,4951,Individual,SummerSales,Hybrid,2543.08,0,13066.0,3,0,Low,NC,1
4951,4952,Individual,YearEndPush,Online,1964.1,1,1761.0,1,12,Very High,NY,0
4952,4953,Individual,WinterBoost,Online,2140.28,1,15482.0,2,1,High,MI,1
4953,4954,Individual,YearEndPush,Online,935.75,0,4364.0,3,3,Low,NY,0
4954,4955,Individual,WinterBoost,Online,1365.75,0,3794.0,0,8,Medium,TX,0
4955,4956,Corporate,SpringGrowth,In-Person,3757.1,0,4975.0,7,15,Low,IL,0
4956,4957,Individual,SpringGrowth,In-Person,3660.26,1,269.0,1,5,Low,TX,0
4957,4958,Individual,YearEndPush,Online,1917.26,1,10702.0,4,6,Medium,NY,1
4958,4959,Individual,SpringGrowth,Online,2406.95,1,15555.0,3,0,High,NC,1
4959,4960,Corporate,SpringGrowth,Online,1427.48,1,15912.0,2,0,Very High,IL,1
4960,4961,Individual,SummerSales,Online,1809.91,0,2541.0,4,3,Medium,OH,1
4961,4962,Individual,WinterBoost,In-Person,3843.7,1,3057.0,4,0,Low,NY,1
4962,4963,Individual,SpringGrowth,Online,2115.51,0,2707.0,3,6,Medium,GA,1
4963,4964,Corporate,YearEndPush,Online,2350.25,0,11372.0,4,7,Medium,MI,1
4964,4965,Individual,SummerSales,Online,1913.02,0,4333.0,6,6,Low,FL,0
4965,4966,Individual,SpringGrowth,Online,1846.95,1,3199.0,1,11,Medium,CA,0
4966,4967,Non-Profit,YearEndPush,Online,2546.71,1,5121.0,1,7,Low,FL,1
4967,4968,Corporate,WinterBoost,In-Person,4132.18,1,4714.0,1,7,Medium,IL,0
4968,4969,Non-Profit,SpringGrowth,Hybrid,3214.13,1,4852.0,2,6,Medium,IL,1
4969,4970,Individual,YearEndPush,Online,1963.89,1,3112.0,4,3,High,IL,0
4970,4971,Individual,YearEndPush,Online,2106.03,0,2710.0,1,4,Medium,OH,0
4971,4972,Corporate,AutumnAwareness,In-Person,3413.08,1,2573.0,6,16,Medium,TX,0
4972,4973,Individual,YearEndPush,Hybrid,2688.34,1,8955.0,1,5,Very High,PA,1
4973,4974,Corporate,AutumnAwareness,In-Person,4040.58,1,3178.0,4,2,Medium,OH,1
4974,4975,Individual,WinterBoost,Online,2169.95,1,13288.0,2,2,High,MI,1
4975,4976,Individual,WinterBoost,Online,2776.75,1,3861.0,1,11,Low,MI,0
4976,4977,Individual,SummerSales,Online,1350.77,1,12437.0,4,3,Very High,GA,1
4977,4978,Individual,AutumnAwareness,Online,1359.68,1,13237.0,1,2,Medium,GA,1
4978,4979,Individual,YearEndPush,Online,1486.07,0,2788.0,2,18,Low,MI,0
4979,4980,Individual,SummerSales,Hybrid,3217.74,0,4904.0,6,8,Medium,TX,0
4980,4981,Non-Profit,SummerSales,In-Person,4096.12,1,1390.0,4,3,Low,OH,0
4981,4982,Individual,WinterBoost,Online,2457.84,1,12685.0,1,1,High,CA,1
4982,4983,Individual,YearEndPush,Online,1575.48,0,16102.0,2,5,Low,OH,1
4983,4984,Corporate,AutumnAwareness,Online,2328.13,1,2135.0,2,8,High,MI,0
4984,4985,Individual,WinterBoost,In-Person,5131.28,0,10472.0,6,5,High,NC,1
4985,4986,Individual,SummerSales,Online,1707.41,0,206.0,3,16,Low,IL,0
4986,4987,Corporate,SpringGrowth,Online,2197.94,0,8252.0,4,3,Medium,GA,1
4987,4988,Individual,SummerSales,Online,2231.93,1,2445.0,4,6,Very High,CA,1
4988,4989,Corporate,SpringGrowth,In-Person,4698.1,1,2707.0,4,4,High,IL,0
4989,4990,Corporate,WinterBoost,Online,2104.61,0,2285.0,4,6,Medium,CA,0
4990,4991,Non-Profit,AutumnAwareness,Online,2264.74,0,1788.0,2,9,High,GA,0
4991,4992,Individual,YearEndPush,In-Person,4003.27,1,4928.0,1,0,Very High,GA,1
4992,4993,Individual,SpringGrowth,In-Person,4004.32,1,9473.0,4,2,High,CA,1
4993,4994,Individual,YearEndPush,Online,1965.09,1,105.0,3,5,Low,PA,0
4994,4995,Individual,WinterBoost,Hybrid,3264.79,0,8668.0,0,1,High,MI,1
4995,4996,Corporate,WinterBoost,Online,1996.9,0,622.0,9,19,High,OH,0
4996,4997,Individual,WinterBoost,Online,1977.32,0,3443.0,1,9,Medium,MI,0
4997,4998,Individual,AutumnAwareness,Hybrid,2293.66,1,3995.0,0,7,Medium,OH,0
4998,4999,Corporate,SpringGrowth,In-Person,4570.19,0,15618.0,2,6,High,CA,1
4999,5000,Individual,YearEndPush,Online,2562.59,0,12790.0,7,3,High,PA,1
5000,5001,Individual,SummerSales,Hybrid,3709.27,1,10239.0,6,6,High,IL,1
5001,5002,Individual,WinterBoost,Online,1609.64,0,165.0,1,6,Low,CA,0
5002,5003,Corporate,YearEndPush,In-Person,3042.94,0,3510.0,3,6,Low,MI,0
5003,5004,Individual,YearEndPush,Online,2400.61,0,3081.0,4,18,High,NC,0
5004,5005,Corporate,AutumnAwareness,Online,2327.9,1,11899.0,2,3,Low,NC,1
5005,5006,Individual,SpringGrowth,Online,2294.64,1,4693.0,2,7,Low,OH,0
5006,5007,Corporate,AutumnAwareness,In-Person,3236.1,0,4484.0,1,0,Medium,NY,1
5007,5008,Corporate,AutumnAwareness,In-Person,4874.35,1,16234.0,3,4,High,IL,1
5008,5009,Individual,YearEndPush,Hybrid,4015.96,1,4090.0,2,7,Medium,GA,1
5009,5010,Individual,SpringGrowth,Online,1937.08,0,11866.0,5,2,High,IL,1
5010,5011,Individual,SpringGrowth,Online,2414.42,1,3297.0,2,1,Low,TX,1
5011,5012,Corporate,SpringGrowth,Online,2129.03,1,2915.0,5,14,Medium,NC,0
5012,5013,Individual,WinterBoost,Online,1194.96,1,2117.0,4,10,Medium,NC,0
5013,5014,Individual,SpringGrowth,Online,2152.91,0,11572.0,5,3,Low,OH,1
5014,5015,Individual,YearEndPush,In-Person,4245.5,0,12748.0,3,6,Medium,CA,1
5015,5016,Individual,WinterBoost,In-Person,3101.0,0,1842.0,3,13,Low,PA,0
5016,5017,Individual,SummerSales,Online,1782.58,1,3609.0,1,11,Medium,TX,0
5017,5018,Individual,AutumnAwareness,In-Person,4326.37,1,6543.0,2,2,Low,FL,1
5018,5019,Individual,SpringGrowth,In-Person,3807.39,0,3757.0,3,6,Very High,TX,1
5019,5020,Corporate,SummerSales,Online,1872.23,0,3697.0,1,1,Medium,PA,1
5020,5021,Individual,SpringGrowth,In-Person,3027.47,1,9722.0,5,5,Low,GA,1
5021,5022,Individual,AutumnAwareness,Online,2194.87,1,10303.0,2,5,Very High,FL,1
5022,5023,Non-Profit,YearEndPush,Hybrid,3647.08,0,4181.0,0,2,High,FL,0
5023,5024,Corporate,YearEndPush,Online,1733.42,1,15652.0,5,7,Low,MI,1
5024,5025,Corporate,AutumnAwareness,Online,2019.35,1,3634.0,3,12,Medium,OH,0
5025,5026,Individual,SummerSales,Online,2022.01,0,5897.0,5,7,High,CA,1
5026,5027,Individual,WinterBoost,In-Person,3084.77,0,12702.0,4,1,High,NY,1
5027,5028,Individual,WinterBoost,Online,1621.42,1,4412.0,2,7,Low,MI,1
5028,5029,Corporate,SpringGrowth,Online,2032.91,0,13494.0,3,5,Low,NC,1
5029,5030,Individual,AutumnAwareness,In-Person,5395.97,0,2882.0,2,7,Low,TX,0
5030,5031,Individual,AutumnAwareness,Online,2429.42,1,462.0,1,4,High,MI,0
5031,5032,Individual,WinterBoost,Online,1760.56,1,12504.0,4,3,High,GA,1
5032,5033,Individual,SummerSales,Online,2744.67,1,3381.0,0,7,Low,IL,0
5033,5034,Individual,AutumnAwareness,Online,1329.29,1,1734.0,1,10,High,GA,0
5034,5035,Individual,YearEndPush,Hybrid,2966.3,0,10374.0,3,2,Low,PA,1
5035,5036,Individual,YearEndPush,In-Person,3196.97,0,624.0,4,9,Low,IL,0
5036,5037,Individual,AutumnAwareness,In-Person,4177.69,0,9948.0,4,1,Very High,MI,1
5037,5038,Non-Profit,SummerSales,Online,1748.03,1,1822.0,4,16,Low,IL,0
5038,5039,Corporate,YearEndPush,Online,2199.27,0,10631.0,4,3,Medium,FL,1
5039,5040,Corporate,SummerSales,Online,2572.63,1,519.0,2,7,Low,GA,0
5040,5041,Corporate,WinterBoost,Online,2111.92,1,16916.0,2,2,Low,NY,1
5041,5042,Individual,SpringGrowth,In-Person,4093.7,0,4328.0,6,12,High,MI,0
5042,5043,Individual,WinterBoost,Online,2269.18,0,7652.0,3,2,Medium,FL,1
5043,5044,Individual,SpringGrowth,Online,1363.18,0,3964.0,4,11,Low,MI,0
5044,5045,Individual,YearEndPush,In-Person,3710.97,1,1167.0,0,12,Low,TX,0
5045,5046,Individual,SpringGrowth,Online,2001.46,0,8672.0,3,3,Medium,NC,1
5046,5047,Individual,SpringGrowth,Hybrid,1797.54,0,4394.0,2,2,High,MI,1
5047,5048,Individual,AutumnAwareness,Online,1615.47,0,4685.0,3,4,High,OH,1
5048,5049,Individual,SpringGrowth,Hybrid,2916.16,1,1500.0,7,5,Medium,GA,0
5049,5050,Individual,AutumnAwareness,In-Person,3034.52,1,10468.0,3,1,Medium,NY,1
5050,5051,Individual,SpringGrowth,Online,2434.72,1,1519.0,5,14,Low,IL,0
5051,5052,Corporate,AutumnAwareness,Online,1949.53,1,4232.0,0,1,Low,OH,1
5052,5053,Individual,YearEndPush,In-Person,3841.11,1,10423.0,1,2,High,MI,1
5053,5054,Individual,YearEndPush,Online,1566.44,1,3233.0,6,9,Low,GA,0
5054,5055,Individual,SpringGrowth,Online,1822.04,0,3736.0,3,16,Medium,OH,0
5055,5056,Individual,SummerSales,Hybrid,2689.34,0,4102.0,4,8,Medium,FL,0
5056,5057,Individual,YearEndPush,Online,2478.44,1,729.0,4,2,High,CA,0
5057,5058,Individual,WinterBoost,Online,1677.93,1,6824.0,2,3,Medium,FL,1
5058,5059,Individual,WinterBoost,Online,2297.01,1,15859.0,4,0,High,OH,1
5059,5060,Individual,AutumnAwareness,Online,1772.97,1,4516.0,1,10,Medium,NC,0
5060,5061,Corporate,SummerSales,In-Person,1704.4,0,1934.0,3,9,Medium,TX,0
5061,5062,Corporate,AutumnAwareness,Online,1979.43,0,4231.0,4,3,High,NY,0
5062,5063,Individual,SpringGrowth,Hybrid,4050.37,0,16328.0,4,7,Medium,GA,1
5063,5064,Individual,YearEndPush,In-Person,5216.42,0,2453.0,3,15,High,PA,0
5064,5065,Corporate,SummerSales,Hybrid,2193.96,0,11734.0,3,5,Very High,CA,1
5065,5066,Individual,AutumnAwareness,Online,1940.4,0,3155.0,3,13,High,NY,0
5066,5067,Individual,AutumnAwareness,Online,1780.16,1,3040.0,2,18,Medium,MI,0
